n_train,n_test,repetition,covariate_index,covariate,mse_mlm,mse_bayes,ratio_mlm_bayes,percent_reduction
50,48,46,1,SAMS status,0.014465133072018655,0.015943636342910295,0.9072668719298098,-10.221152225358065
50,48,46,2,Fish Oil,0.01509926126108641,0.02056323008471508,0.7342845068056643,-36.18699437773376
50,48,46,3,Interaction SAMS-Fish Oil,0.04407731517410791,0.03637655749641523,1.2116956140902435,17.471022559505368
50,48,47,1,SAMS status,0.027435080184473146,0.015221034528557264,1.8024451710558993,44.519810307784
50,48,47,2,Fish Oil,0.026578373959420587,0.018389366065204537,1.4453121366543946,30.81079341692945
50,48,47,3,Interaction SAMS-Fish Oil,0.020312349159705933,0.012827267093215381,1.583528978705805,36.84990843569624
50,48,48,1,SAMS status,0.02601012220522229,0.019732954134463566,1.3181058460879744,24.133558547827207
50,48,48,2,Fish Oil,0.026452608010710248,0.021847034155193203,1.210810026789026,17.410660807631217
50,48,48,3,Interaction SAMS-Fish Oil,0.054999481465556804,0.03343185298900486,1.6451221379695928,39.21423966525681
50,48,49,1,SAMS status,0.029815422814843225,0.02624264414040706,1.1361440049760454,11.98298845742849
50,48,49,2,Fish Oil,0.03188290691103861,0.03044765463200486,1.047138352571994,4.501635572435303
50,48,49,3,Interaction SAMS-Fish Oil,0.06157304299431081,0.03818058734454343,1.6126793031933413,37.991391219577665
50,48,50,1,SAMS status,0.04791353946987501,0.028826939842475845,1.6621098088002908,39.83550336413699
50,48,50,2,Fish Oil,0.06052923541406767,0.06301762471558488,0.9605128039536881,-4.111053583437263
50,48,50,3,Interaction SAMS-Fish Oil,0.03353222641550187,0.021973520895530216,1.5260288314706492,34.4704386065701
50,48,51,1,SAMS status,0.05664874284533577,0.043798957589744454,1.2933810748637564,22.683266406589485
50,48,51,2,Fish Oil,0.037542703882360466,0.04544579984094488,0.8260984296404872,-21.050950361350253
50,48,51,3,Interaction SAMS-Fish Oil,0.06815073463156998,0.0443868220833572,1.5353821569740862,34.869635194224955
50,48,52,1,SAMS status,0.0369947388707129,0.021874778989925413,1.6912051494440739,40.870567930288296
50,48,52,2,Fish Oil,0.07395795187955864,0.0737138412131654,1.0033115987767796,0.3300668287715358
50,48,52,3,Interaction SAMS-Fish Oil,0.03085667020567406,0.02364721341118382,1.304875533075731,23.364338233632655
50,48,53,1,SAMS status,0.023596182893664806,0.020933988325837184,1.1271709206287215,11.282310277999997
50,48,53,2,Fish Oil,0.17895607001387767,0.1492002003325219,1.1994358560849046,16.62747157950455
50,48,53,3,Interaction SAMS-Fish Oil,0.05267589115884925,0.021629261032152146,2.435399484085283,58.93897463086668
50,48,54,1,SAMS status,0.031219065781094495,0.023020867510426937,1.3561203011552156,26.260229335985407
50,48,54,2,Fish Oil,0.06599671572253915,0.04407344521586565,1.4974258399654565,33.21872954836491
